EAN,Produto,Preço,Promoção,Link,Status
7896014183043,Tinta de Cabelo L’Oréal Paris Casting Creme Gloss 200 Preto,"R$ 32,49","R$ 37,99",https://www.drogariasaopaulo.com.br/tintura-loreal-casting-creme-gloss-200-preto/p,Encontrado
0070847033301,,,,,Não encontrado
7897947607392,Gel Secativo de Espinhas Acnezil 10g,"R$ 14,29","R$ 23,99",https://www.drogariasaopaulo.com.br/gel-secativo-acnezil-10g/p,Encontrado
7898585291097,,,,,Não encontrado
7896423470703,Confeito sabor Chocolate caixa com 18 unidades de 45g - M&M,"R$ 94,97",,https://www.drogariasaopaulo.com.br/confeito-sabor-chocolate-caixa-com-18-unidades-de-45g---m-m-935303284/p,Encontrado
7896044999959,Sabonete em Barra Giovanna Baby Aromatherapy Blueberry 90g,"R$ 5,58","R$ 6,99",https://www.drogariasaopaulo.com.br/sabonete-em-barra-giovanna-baby-aromatherapy-blueberry-90g/p,Encontrado
7898040328108,Shampoo Antiqueda Imecap Hair Max 200ml,,,https://www.drogariasaopaulo.com.br/shampoo-imecap-hair-max-antiqueda-200ml/p,Encontrado
7702018072439,,,,,Não encontrado
7896279128117,,,,,Não encontrado
17896090700360,,,,,Não encontrado
7894513142066,Absorvente Dryman Masculino c/10 unidades,"R$ 15,39","R$ 20,99",https://www.drogariasaopaulo.com.br/absorvente-dryman-masculino-c-10-unidades/p,Encontrado
070942003469,Gel Dental GUM Patrulha Canina Sabor Tutti-Frutti 50g,"R$ 7,25","R$ 9,59",https://www.drogariasaopaulo.com.br/gel-dental-gum-patrulha-canina-50g/p,Encontrado
7896007544042,Absorvente Intimus® Tripla Proteção Suave C/Abas 32 Unidades,"R$ 17,29","R$ 23,99",https://www.drogariasaopaulo.com.br/absorvente-intimus-gel-suave-c-abas-32-unidades/p,Encontrado
70330734425,,,,,Não encontrado
7891317024420,,,,,Não encontrado
8445290273758,Fórmula Infantil Para Lactentes Nan Science Pro S.L. 400g,"R$ 84,99",,https://www.drogariasaopaulo.com.br/formula-infantil-para-lactentes-nan-science-pro-sl-400g/p,Encontrado
7892840822460,,,,,Não encontrado
7908615082493,Shampoo Anticaspa Vichy Dercos DS Cabelos Secos 300g,"R$ 84,90","R$ 129,99",https://www.drogariasaopaulo.com.br/shampoo-anticaspa-vichy-dercos-ds-300g/p,Encontrado
7897835701263,,,,,Não encontrado
7898636194193,Isotônico Sorox Bebida Hidratante Eletrólitos Morango com Laranja Zero Açúcar 550ml,"R$ 12,99",,https://www.drogariasaopaulo.com.br/isotonico-sorox-bebida-hidratante-eletrolitos-morango-com-laranja-zero-acucar-550ml/p,Encontrado
7891137000024,,,,,Não encontrado
3282779340847,Kit Gel de Limpeza Darrow Actine 140g + 40g,"R$ 34,90","R$ 44,99",https://www.drogariasaopaulo.com.br/kit-gel-de-limpeza-darrow-actine-140g---40g/p,Encontrado
7908458326327,Óleo Reparador Trata E Finaliza De Repente Pronta! Sos Cachos Salon Line 42ml,"R$ 18,53",,https://www.drogariasaopaulo.com.br/oleo-reparador-trata-e-finaliza-de-repente-pronta--sos-cachos-salon-line-42ml-935343651/p,Encontrado
7898996382926,,,,,Não encontrado
10041333589647,,,,,Não encontrado
7891150098442,Óleo de Banho Dove Glicerinado 240ml,"R$ 39,99","R$ 44,99",https://www.drogariasaopaulo.com.br/oleo-de-banho-dove-glicerinado-240ml/p,Encontrado
7896213320188,,,,,Não encontrado
7891800645781,Curativos Variados Paw Patrol Topz Baby 25 Unidades,"R$ 14,99",,https://www.drogariasaopaulo.com.br/curativos-variados-paw-patrol-topz-baby-25-unidades/p,Encontrado
7891040346233,,,,,Não encontrado
7899026401792,,,,,Não encontrado
7898085943809,,,,,Não encontrado
7896230301412,Água Oxigenada Adv Spray 10 Volumes 100ml,"R$ 9,45","R$ 12,99",https://www.drogariasaopaulo.com.br/agua-oxigenada-adv-spray-10-volumes-100ml/p,Encontrado
7891150049895,Creme Dental Closeup Triple Menta 70g,"R$ 1,99","R$ 2,90",https://www.drogariasaopaulo.com.br/creme-dental-close-up-triple-menta-70g/p,Encontrado
7891182996518,,,,,Não encontrado
7891137006651,,,,,Não encontrado
0000078939608,,,,,Não encontrado
7896451924834,,,,,Não encontrado
7896007540617,Absorvente Intimus® Tripla Proteção Suave C/Abas 8 unidades,"R$ 5,25","R$ 6,99",https://www.drogariasaopaulo.com.br/absorvente-intimus-gel-cobertura-suave-com-abas-com-8-unidades/p,Encontrado
7898585290601,,,,,Não encontrado
7896020162452,Kit Tenys Pé Desodorante Para os Pés em Pó Original 100g + Woman 100g,"R$ 18,99","R$ 20,99",https://www.drogariasaopaulo.com.br/kit-tenys-pe-desodorante-para-os-pes-em-po-original-100g--woman-100g/p,Encontrado
7896523208282,Acnezil Gel 5% Cimed 20g,"R$ 8,74","R$ 12,59",https://www.drogariasaopaulo.com.br/acnezil-gel-5-cimed-20g/p,Encontrado
4005900308719,Protetor Solar Nivea Sun Protect & Hidrata FPS 70 200ml,"R$ 52,69","R$ 95,90",https://www.drogariasaopaulo.com.br/protetor-solar-nivea-sun-protect-hidrata-fps-70-200ml/p,Encontrado
7898944856271,,,,,Não encontrado
7896224410816,,,,,Não encontrado
0000078917125,,,,,Não encontrado
7895144852935,,,,,Não encontrado
7898636194186,Isotônico Sorox Bebida Hidratante Eletrólitos Frutas Amarelas Zero Açúcar 550ml,"R$ 12,90","R$ 12,99",https://www.drogariasaopaulo.com.br/isotonico-sorox-bebida-hidratante-eletrolitos-frutas-amarelas-zero-acucar-550ml-/p,Encontrado
7896064487016,Absorvente Geriátrico Incontinência Geriamax 20un Evergreen,"R$ 27,90","R$ 29,90",https://www.drogariasaopaulo.com.br/absorvente-geriatrico-incontinencia-geriamax-20un-evergreen-935355312/p,Encontrado
7500435132619,Fralda Pampers Confort Sec XXG 56 Unidades,"R$ 104,90","R$ 113,99",https://www.drogariasaopaulo.com.br/fralda-pampers-confort-sec-xxg-56-unidades/p,Encontrado
7895144025117,Bala sabor Caramelo com 41g - Fruit-Tella Swirl,"R$ 3,58",,https://www.drogariasaopaulo.com.br/bala-sabor-caramelo-com-41g---fruit-tella-swirl-935312251/p,Encontrado
7898620010805,,,,,Não encontrado
7509546651040,,,,,Não encontrado
4210201826613,Escova Dental Elétrica Oral-B Pro-Saúde Power + 2 Pilhas Nanfeng,"R$ 87,49","R$ 124,99",https://www.drogariasaopaulo.com.br/escova-dental-eletrica-oral--b-pro--saude-power--pilha-duracell/p,Encontrado
7891150097353,Kit Seda Cachos Definidos Shampoo 300ml + Condicionador 190ml,"R$ 18,99","R$ 21,99",https://www.drogariasaopaulo.com.br/kit-seda-cachos-definidos-shampoo-300ml-condicionador-190ml/p,Encontrado
7897947612273,Bepantriz Derma Creme 20g,"R$ 13,29","R$ 24,99",https://www.drogariasaopaulo.com.br/bepantriz-derma-creme-20gr-cimed/p,Encontrado
7896336006624,,,,,Não encontrado
7897947615250,Pomada Bepantriz Derma Tatto 20g,"R$ 16,98","R$ 24,99",https://www.drogariasaopaulo.com.br/pomada-tattoo-creme-bepantriz-20gr-cimed/p,Encontrado
7896512959928,Sabonete Líquido Hortelã Granado Glicerina Frasco 300ml,"R$ 28,99",,https://www.drogariasaopaulo.com.br/sabonete-liquido-hortela-granado-glicerina-frasco-300ml/p,Encontrado
7895144296906,,,,,Não encontrado
7896015527457,Pasta de Dente Parodontax Flúor 90g,"R$ 17,39","R$ 22,99",https://www.drogariasaopaulo.com.br/creme-dental-parodontax-fluor-90g/p,Encontrado
7891800645774,Curativo Infantil Tradicional Paw Patrol Topz Baby 10 Unidades,"R$ 7,49",,https://www.drogariasaopaulo.com.br/curativo-infantil-tradicional-paw-patrol-topz-baby-10-unidades/p,Encontrado
4015630088072,,,,,Não encontrado
4005808555345,Protetor Solar Nivea Sun Protect & Hidrata FPS50 200ml,"R$ 41,90","R$ 76,90",https://www.drogariasaopaulo.com.br/protetor-solar-nivea-sun-light-feeling-locao-fps-50-200ml/p,Encontrado
7896004006284,,,,,Não encontrado
609963220564,,,,,Não encontrado
7898522420825,,,,,Não encontrado
7898585291592,,,,,Não encontrado
7896770979126,,,,,Não encontrado
7896323203623,,,,,Não encontrado
70847022503,,,,,Não encontrado
17896012880149,,,,,Não encontrado
7896230304390,Álcool 70% ADV Farma 30ml Spray,"R$ 6,99",,https://www.drogariasaopaulo.com.br/elcool-70-adv-farma-30ml-spray/p,Encontrado
7894900010398,Coca Cola 220ml,"R$ 3,59",,https://www.drogariasaopaulo.com.br/coca-cola-220ml-spal/p,Encontrado
7896094906020,Adoçante Líquido Adocyl Stevia 80ml,"R$ 8,99",,https://www.drogariasaopaulo.com.br/adocante-liquido-assugrin-leve-200-pague-150-/p,Encontrado
7891008200423,,,,,Erro: TimeoutError
7899674031310,Desodorante Antitranspirante Above Candy Woman Maxx Aerossol 250ml,"R$ 12,19","R$ 12,75",https://www.drogariasaopaulo.com.br/desodorante-above-feminino-candy-150ml/p,Encontrado
7898142865051,,,,,Não encontrado
7898301059871,Kit para Nebulizador com Tecnologia SuperFlow Adulto,"R$ 22,92","R$ 31,83",https://www.drogariasaopaulo.com.br/kit-para-nebulizador-com-tecnologia-superflow-adulto-935351042/p,Encontrado
7896044963486,,,,,Não encontrado
7896230300934,,,,,Erro: TimeoutError
7894900700398,Coca Cola Sem Açúcar 220m,"R$ 3,59",,https://www.drogariasaopaulo.com.br/coca-cola-zero-220-ml-spal/p,Encontrado
7899838888835,,,,,Não encontrado
7891000248829,"Chocolate Kit Kat 4 Fingers Dark 41,5g","R$ 6,49","R$ 6,59",https://www.drogariasaopaulo.com.br/chocolate-kit-kat-dark-meio-amargo-41-5g/p,Encontrado
7896306623684,Wafer Trento Speciale Avelã com Chocolate ao Leite 26g,"R$ 7,59",,https://www.drogariasaopaulo.com.br/wafer-trento-speciale-avela-com-chocolate-ao-leite-26g/p,Encontrado
7896066768786,,,,,Não encontrado
7891150026025,Sabonete em Barra Dove Baby Hidratação Enriquecida 75g,"R$ 3,76","R$ 5,99",https://www.drogariasaopaulo.com.br/sabonete-em-barra-dove-baby-hidratacao-enriquecida-75g/p,Encontrado
7892840823481,Salgadinho Dinamita Pimenta Mexicana 60 g - Doritos,"R$ 4,82",,https://www.drogariasaopaulo.com.br/salgadinho-dinamita-pimenta-mexicana-60-g---doritos-935329409/p,Encontrado
7891055816035,,,,,Não encontrado
7891104393104,,,,,Não encontrado
7891317024383,,,,,Não encontrado
7896444210814,,,,,Não encontrado
7896523214306,Gel Lubrificante Íntimo K-MED Hot 200g,"R$ 32,39","R$ 39,99",https://www.drogariasaopaulo.com.br/gel-lubrificante-intimo-k-med-hot-200g/p,Encontrado
7506339394535,Absorvente Always Noturno Tamanho G Cobertura Seca 8 Unidades,"R$ 9,19","R$ 13,59",https://www.drogariasaopaulo.com.br/absorvente-always-noturno-malha-seca-com-abas-8-unidades-1/p,Encontrado
7891150088238,Sabonete em Barra Dove Erva Doce e Camomila 90g,"R$ 4,49","R$ 5,59",https://www.drogariasaopaulo.com.br/sabonete-em-barra-dove-erva-doce-e-camomila-90g/p,Encontrado
7898040920388,,,,,Não encontrado
7895144859941,"Chicletes Pure Fresh sabor Mint caixa com 15 unidades de 8,5g - Mentos","R$ 26,35",,https://www.drogariasaopaulo.com.br/chicletes-pure-fresh-sabor-mint-caixa-com-15-unidades-de-85g---mentos-935300599/p,Encontrado
7898185416364,,,,,Não encontrado
7891010877613,Óleo Johnson's Baby 200ml,"R$ 50,39","R$ 62,99",https://www.drogariasaopaulo.com.br/oleo-johnsons-baby-200ml/p,Encontrado
7895144297590,Goma de Mascar Mentos Gum Citrus com Vitaminas 56g,"R$ 17,29","R$ 18,99",https://www.drogariasaopaulo.com.br/goma-de-mascar-mentos-gum-citrus-com-vitaminas-56g/p,Encontrado
602883706477,,,,,Não encontrado
7897042007301,Desodorante Rollon Skala Rosas e Amêndoas 60ml,"R$ 6,99",,https://www.drogariasaopaulo.com.br/desodorante-rollon-skala-rosas-e-amendoas-60ml/p,Encontrado
7891268400212,,,,,Não encontrado
7895460890031,,,,,Não encontrado
7791293022635,Desodorante Antitranspirante Aerosol Masculino Rexona Invisible 72 horas 150ml,"R$ 14,49","R$ 18,49",https://www.drogariasaopaulo.com.br/desodorante-rexona-invisible-masculino-aerosol-90g/p,Encontrado
7896770979133,,,,,Não encontrado
7899674017116,Desodorante Above Aerosol Men Sport 150ml,,,https://www.drogariasaopaulo.com.br/desodorante-above-aerosol-men-sport-150ml/p,Encontrado
7500435146142,Fralda Pampers Pants Ajuste Total Roupinha M 20 Unidades,"R$ 32,99",,https://www.drogariasaopaulo.com.br/fralda-pampers-pants-ajuste-total-m-20-unidades/p,Encontrado
7506339326055,Absorvente Always Noturno Tamanho G Suave 32 Unidades,"R$ 30,19","R$ 41,59",https://www.drogariasaopaulo.com.br/absorvente-always-pink-noturno-abas-32-unidades/p,Encontrado
7908615086170,Tinta de Cabelo Niely Cor&Tom 2.1 Preto Jabuticaba,"R$ 15,99",,https://www.drogariasaopaulo.com.br/tinta-de-cabelo-niely-coretom-2-1-preto-jabuticaba/p,Encontrado
7509546674339,,,,,Não encontrado
7908376801531,,,,,Não encontrado
7891000319505,,,,,Não encontrado
4005808257669,Desodorante Antitranspirante Roll On Nivea Pearl & Beauty 50ml,"R$ 8,99","R$ 12,50",https://www.drogariasaopaulo.com.br/desodorante-nivea-pearl-beauty-roll-on-feminino-50ml/p,Encontrado
7891010781668,Sabonete em Barra Johnson's Baby Hora do Sono 80g,"R$ 6,59",,https://www.drogariasaopaulo.com.br/sabonete-johnson-baby-hora-do-sono-80g/p,Encontrado
7891035990489,Preservativo Camisinha Jontex Orgasmo em Sintonia 2 Unidades,"R$ 12,81","R$ 17,59",https://www.drogariasaopaulo.com.br/preservativo-jontex-orgasmo-em-sintonia-48x2un-/p,Encontrado
7898244720067,Loção Hidratante Facial E Corporal Dermovance AI 200ml,"R$ 71,48","R$ 88,59",https://www.drogariasaopaulo.com.br/locao-hidratante-facial-e-corporal-dermovance-ai-200ml/p,Encontrado
7892840820244,,,,,Não encontrado
7896026172622,Creme Hidratante Fisiogel 450g,"R$ 60,99","R$ 89,99",https://www.drogariasaopaulo.com.br/creme-hidratante-fisiogel-450g/p,Encontrado
7898639690999,Oxímetro De Pulso G-Tech Led 1 Unidade,"R$ 185,99","R$ 198,99",https://www.drogariasaopaulo.com.br/oximetro-de-pulso-g-tech-led-1-unidade/p,Encontrado
7895460877766,,,,,Não encontrado
7891010503031,Absorvente Externo Sempre Livre Adapt Sem Abas 8 Unidades,"R$ 4,39","R$ 5,59",https://www.drogariasaopaulo.com.br/absorvente-sempre-livre-especial-sem-abas-toque-suave-com-8-unidades/p,Encontrado
7891150071803,Antisséptico Bucal Closeup Ice Proteção 360º sem Álcool 500 Ml,"R$ 11,57","R$ 18,99",https://www.drogariasaopaulo.com.br/antisseptico-bucal-closeup-ice-protecao-360-fresh-zero-alcool-500ml/p,Encontrado
7896000705969,Tinta de Cabelo Niely Cor&Ton 3.0 Castanho Escuro,"R$ 15,99",,https://www.drogariasaopaulo.com.br/tintura-cor-ton-3-0-castanho-escuro/p,Encontrado
7896544925458,"Esparadrapo Missner 2,5Cm X 4,5M 2,5Cm X 4,5M","R$ 13,00",,https://www.drogariasaopaulo.com.br/esparadrapo-missner-25cm-x-45m-935182145/p,Encontrado
17897309408428,,,,,Não encontrado
17897664169798,,,,,Não encontrado
7896311761692,,,,,Não encontrado
7897947617940,Hidratante Labial Carmed Ana Castela Docinhos Brigadeiro 10g,,,https://www.drogariasaopaulo.com.br/hidratante-labial-carmed-ana-castela-docinhos-brigadeiro-10g/p,Encontrado
7895800309780,Trident Melância 5 Unidades 8g,"R$ 4,59",,https://www.drogariasaopaulo.com.br/goma-de-mascar-trident-melancia-5-unidades-8g/p,Encontrado
7891000325858,Leite em Pó Ninho Integral 380g,"R$ 22,99","R$ 25,99",https://www.drogariasaopaulo.com.br/leite-em-po-ninho-integral-380g/p,Encontrado
7898919411931,Óleo Corporal de Amêndoas Paixão Tentadora Ameixa Rubi 100ml,"R$ 11,99","R$ 15,99",https://www.drogariasaopaulo.com.br/oleo-paixao-amendoa-tentadora-100ml/p,Encontrado
7891010253769,Protetor Solar Facial Neutrogena Sun Fresh Derm Care 70 FPS 40g,"R$ 51,96","R$ 69,99",https://www.drogariasaopaulo.com.br/protetor-solar-facial-neutrogena-sun-fresh-derm-care-70-fps-40g/p,Encontrado
7896049508521,Desodorante Creme Antitranspirante Tabu Flores 55G,"R$ 5,19","R$ 5,90",https://www.drogariasaopaulo.com.br/desodorante-creme-antitranspirante-tabu-flores-55g-935242261/p,Encontrado
7896007549382,Protetor Médio Plenitud Femme 14 Unidades,"R$ 12,49","R$ 14,59",https://www.drogariasaopaulo.com.br/protetor-medio-plenitud-femme-14-unidades/p,Encontrado
7896213306090,,,,,Não encontrado
7896512900043,Sabonete em Barra Enxofre Antiacne Granado 90g,"R$ 10,59",,https://www.drogariasaopaulo.com.br/sabonete-granado-medicinal-enxofre-90g/p,Encontrado
7899026420571,Condicionador Elseve L'Oréal Paris Reparação Total 5+ 200ml,"R$ 18,99","R$ 21,99",https://www.drogariasaopaulo.com.br/condicionador-elseve-reparacao-total-5-200ml/p,Encontrado
7896331708257,Protetor Solar Facial Helioderm FPS 70 Oil Free 50g,"R$ 29,59","R$ 43,99",https://www.drogariasaopaulo.com.br/protetor-solar-facial-helioderm-fps70-oil-free-ativo-hialuronico-50g/p,Encontrado
7898639691958,,,,,Não encontrado
7899674022004,Desodorante Above Aerosol Women Sport Energy 150ml,,,https://www.drogariasaopaulo.com.br/desodorante-above-aerosol-women-sport-energy-150ml/p,Encontrado
7899674032775,,,,,Não encontrado
7896009498343,Kit Creme Dental Sensodyne Repair & Protect 2 Unidades 100g Cada - Kit Pasta de Dente Sensodyne Repair & Protect Dentes Sensíveis 2 Unidades de 100g,"R$ 36,99","R$ 38,99",https://www.drogariasaopaulo.com.br/kit-creme-dental-sensodyne-repair---protect-2-unidades-100g-cada/p,Encontrado
7896216300897,,,,,Não encontrado
7892840822811,,,,,Não encontrado
7892840822385,,,,,Não encontrado
0609963220588,Sérum Capilar Principia SC-01 3% Baicapil + 3% Cafeína + 2% Beauplex 50ml,"R$ 69,00",,https://www.drogariasaopaulo.com.br/serum-capilar-principia-sc-01-3-baicapil--3-cafeina-50ml-/p,Encontrado
7891058003661,,,,,Não encontrado
7896512904621,Sabonete Líquido Granado Bebê Tradicional 250ml,"R$ 27,99","R$ 31,99",https://www.drogariasaopaulo.com.br/sabonete-liquido-granado-bebe-tradicional-250ml/p,Encontrado
7891000249239,"Chocolate Kit Kat 4 Fingers White 41,5g","R$ 6,49","R$ 6,59",https://www.drogariasaopaulo.com.br/chocolate-kit-kat-branco-41-5g/p,Encontrado
7898277714446,,,,,Não encontrado
7896094919709,Engov After Tangerina 250ml,"R$ 11,99",,https://www.drogariasaopaulo.com.br/engov-after-tangerina-250ml/p,Encontrado
27896090400045,,,,,Não encontrado
7896007200313,,,,,Não encontrado
7896000705983,Tinta de Cabelo Niely Cor&Ton 5.0 Castanho Claro,"R$ 15,99",,https://www.drogariasaopaulo.com.br/tintura-niely-cor-e-ton-castanho-claro-5-0/p,Encontrado
4005808934980,"Hidratante Labial Nivea Melancia Shine Hidratação Profunda 4,8g","R$ 17,79","R$ 26,30",https://www.drogariasaopaulo.com.br/protetor-labial-nivea-fruity-shine-melancia-48g/p,Encontrado
7896444210630,,,,,Não encontrado
7509546664774,Enxaguante Bucal Colgate Total 12 Spray 60ml,"R$ 16,09","R$ 22,59",https://www.drogariasaopaulo.com.br/enxaguante-bucal-spray-colgate-total-12-60ml/p,Encontrado
7891172523380,Kit Lenço de Papel de Bolso Kleenex Dia a Dia 4 Unidades,"R$ 5,25","R$ 8,99",https://www.drogariasaopaulo.com.br/lenco-de-papel-kleenex-original-bolso-l4p3-60un-kimberly-clark-brasil/p,Encontrado
7896523210582,Lubrificante Íntimo K-Med 2 Em 1 203g,"R$ 32,99","R$ 39,99",https://www.drogariasaopaulo.com.br/sabonete-intimo-kmed-cimed-fresh-unissex-200ml/p,Encontrado
7898919412341,Hidratante Corporal Monange Iogurte com Aveia Hidratação Nutritiva Desodorante 200ml,"R$ 8,39","R$ 11,99",https://www.drogariasaopaulo.com.br/leite-hidratante-monange-vida-ativa-200ml/p,Encontrado
7896085111006,Bolsa Termogel Pequena,"R$ 11,59",,https://www.drogariasaopaulo.com.br/bolsa-termogel-pequena/p,Encontrado
7898947170039,Luva Látex Descartável Kolplast,"R$ 78,20",,https://www.drogariasaopaulo.com.br/luva-latex-descartavel-935270552/p,Encontrado
78947269,,,,,Não encontrado
7500435240512,Óleo Capilar Milagroso Pantene Pro-V Queratina Finalizador Leave-in 95ml,"R$ 31,49","R$ 38,99",https://www.drogariasaopaulo.com.br/leave-in-finalizador-pantene-oleo-milagroso-95ml/p,Encontrado
7896214000058,,,,,Não encontrado
7702026149161,,,,,Não encontrado
17896012880118,,,,,Não encontrado
7896858634213,,,,,Não encontrado
7908458321360,Óleo De Coco Capilar Salon Line S.O.S Cachos 42ml,"R$ 20,01","R$ 21,99",https://www.drogariasaopaulo.com.br/oleo-de-coco-capilar-salon-line-s-o-s-cachos-42ml/p,Encontrado
7891000112946,,,,,Não encontrado
7791293022567,Desodorante Antitranspirante Aerosol Masculino Rexona V8 72 horas 150ml,"R$ 14,49","R$ 18,49",https://www.drogariasaopaulo.com.br/desodorante-rexona-v8-masculino-aerosol-90g/p,Encontrado
